,order_id,final_status,reassigned,manual_assingment,orphan,cancelled_reassignment,Any_problem
549,81979088,DeliveredStatus,False,False,False,False,False
550,82130965,DeliveredStatus,False,False,False,False,False
551,82119930,CanceledStatus,,,,,
552,82135539,CanceledStatus,,,,,
553,82105804,CanceledStatus,,,,,
554,82095305,CanceledStatus,,,,,
555,82100624,CanceledStatus,,,,,
556,82107748,CanceledStatus,,,,,
557,81955501,CanceledStatus,,,,,
558,82135090,DeliveredStatus,False,False,False,False,False
559,81933133,DeliveredStatus,False,False,False,False,False
560,81972426,DeliveredStatus,False,False,False,False,False
561,82090293,CanceledStatus,,,,,
562,82136111,DeliveredStatus,False,False,False,False,False
563,81936301,DeliveredStatus,False,False,False,False,False
564,81931070,DeliveredStatus,False,False,False,False,False
565,81991641,DeliveredStatus,False,False,False,False,False
566,82003880,DeliveredStatus,True,True,False,False,True
567,82098845,DeliveredStatus,False,False,False,False,False
568,81913234,DeliveredStatus,False,False,False,False,False
